variable,estimate,latitude,longitude
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.0508,-118.2916
is_crime_los_angeles THEFT OF IDENTITY,1,34.0782,-118.3614
is_crime_los_angeles THEFT OF IDENTITY,1,33.9927,-118.3171
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0817,-118.3284
is_crime_los_angeles SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,1,33.7772,-118.2609
is_crime_los_angeles THEFT OF IDENTITY,1,33.8292,-118.2995
is_crime_los_angeles THEFT OF IDENTITY,1,34.0491,-118.4633
is_crime_los_angeles THEFT OF IDENTITY,1,33.9535,-118.3007
is_crime_los_angeles VEHICLE - STOLEN,1,34.1016,-118.3281
is_crime_los_angeles THEFT OF IDENTITY,1,34.201,-118.618
is_crime_los_angeles THEFT OF IDENTITY,1,34.0596,-118.1934
is_crime_los_angeles THEFT OF IDENTITY,1,33.9365,-118.2848
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.1104,-118.2098
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1721,-118.4443
is_crime_los_angeles CHILD PORNOGRAPHY,1,34.223,-118.3756
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,33.995,-118.2789
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.2217,-118.4206
is_crime_los_angeles THEFT OF IDENTITY,1,34.0728,-118.2984
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.9891,-118.3285
is_crime_los_angeles THEFT OF IDENTITY,1,34.1026,-118.1841
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,33.9542,-118.2848
is_crime_los_angeles EXTORTION,1,34.2749,-118.4246
is_crime_los_angeles ORAL COPULATION,1,33.9993,-118.3244
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1015,-118.3425
is_crime_los_angeles INDECENT EXPOSURE,1,34.2029,-118.5928
is_crime_los_angeles ROBBERY,1,34.2012,-118.4487
is_crime_los_angeles CHILD NEGLECT (SEE 300 W.I.C.),1,34.0797,-118.1933
is_crime_los_angeles BRANDISH WEAPON,1,34.0112,-118.2489
is_crime_los_angeles THEFT OF IDENTITY,1,34.2096,-118.5098
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0568,-118.2821
is_crime_los_angeles ORAL COPULATION,1,34.2445,-118.4982
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1828,-118.6102
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1836,-118.4531
is_crime_los_angeles THEFT OF IDENTITY,1,34.0187,-118.4426
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.0605,-118.4374
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0467,-118.3626
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.2685,-118.4848
is_crime_los_angeles DISHONEST EMPLOYEE - PETTY THEFT,1,34.0491,-118.2916
is_crime_los_angeles THEFT OF IDENTITY,1,33.9814,-118.3094
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.1504,-118.379
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1614,-118.5355
is_crime_los_angeles THEFT OF IDENTITY,1,34.073,-118.369
is_crime_los_angeles THEFT OF IDENTITY,1,33.9796,-118.3309
is_crime_los_angeles THEFT OF IDENTITY,1,34.2012,-118.4509
is_crime_los_angeles THEFT OF IDENTITY,1,34.1004,-118.3416
is_crime_los_angeles THEFT OF IDENTITY,1,34.0966,-118.1816
is_crime_los_angeles THEFT OF IDENTITY,1,34.0636,-118.3053
is_crime_los_angeles THEFT OF IDENTITY,1,34.203,-118.4749
is_crime_los_angeles THEFT OF IDENTITY,1,34.045,-118.2628
is_crime_los_angeles ORAL COPULATION,1,34.0092,-118.2692
is_crime_los_angeles ORAL COPULATION,1,34.1075,-118.2197
is_crime_los_angeles THEFT OF IDENTITY,1,34.247,-118.4981
is_crime_los_angeles KIDNAPPING,1,34.0509,-118.2937
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.0857,-118.3069
is_crime_los_angeles UNAUTHORIZED COMPUTER ACCESS,1,34.0401,-118.2245
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,33.9637,-118.3003
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0423,-118.2804
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.2608,-118.5798
is_crime_los_angeles BURGLARY,1,34.1395,-118.2163
is_crime_los_angeles BURGLARY,1,34.0239,-118.233
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.252,-118.4365
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.2614,-118.2979
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.0161,-118.3546
"is_crime_los_angeles ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,34.2265,-118.4565
is_crime_los_angeles THEFT OF IDENTITY,1,34.1026,-118.1841
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0711,-118.4454
is_crime_los_angeles THEFT OF IDENTITY,1,33.9863,-118.3308
is_crime_los_angeles VIOLATION OF RESTRAINING ORDER,1,34.035,-118.4567
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,33.9579,-118.4268
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,33.9201,-118.2868
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0546,-118.4095
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.2386,-118.402
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0653,-118.4702
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1293,-118.219
is_crime_los_angeles THEFT OF IDENTITY,1,34.249,-118.2859
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.2012,-118.4247
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0448,-118.2474
is_crime_los_angeles BURGLARY,1,34.1708,-118.4225
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0445,-118.2558
is_crime_los_angeles BURGLARY,1,34.0354,-118.446
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.7935,-118.2456
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.053,-118.2648
is_crime_los_angeles THEFT OF IDENTITY,1,34.2355,-118.5361
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.1448,-118.4117
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.1994,-118.4062
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0593,-118.2368
is_crime_los_angeles THEFT OF IDENTITY,1,34.1599,-118.4766
is_crime_los_angeles BURGLARY,1,33.7904,-118.2777
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0998,-118.349
is_crime_los_angeles THEFT OF IDENTITY,1,34.0789,-118.265
is_crime_los_angeles THEFT OF IDENTITY,1,34.1745,-118.5384
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.0109,-118.3123
is_crime_los_angeles VEHICLE - STOLEN,1,33.9993,-118.4636
is_crime_los_angeles THEFT OF IDENTITY,1,34.0908,-118.2669
is_crime_los_angeles BURGLARY,1,34.2594,-118.415
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0205,-118.2467
is_crime_los_angeles THEFT OF IDENTITY,1,34.093,-118.3046
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0414,-118.2638
is_crime_los_angeles THEFT OF IDENTITY,1,34.3275,-118.4298
is_crime_los_angeles THEFT OF IDENTITY,1,34.2237,-118.5502
is_crime_los_angeles THEFT OF IDENTITY,1,34.3211,-118.4362
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0507,-118.3459
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.2685,-118.5216
is_crime_los_angeles VEHICLE - STOLEN,1,34.0005,-118.4661
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,33.9905,-118.2871
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,33.9863,-118.3352
is_crime_los_angeles VEHICLE - STOLEN,1,34.0292,-118.298
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.0085,-118.3351
is_crime_los_angeles VEHICLE - STOLEN,1,34.25,-118.4653
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0001,-118.3214
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.0109,-118.3123
"is_crime_los_angeles ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,34.0463,-118.255
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.318600000000004,-118.4705
is_crime_los_angeles BURGLARY,1,33.8584,-118.3022
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.9866,-118.4363
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.166,-118.5095
is_crime_los_angeles THEFT OF IDENTITY,1,34.2103,-118.4124
is_crime_los_angeles BURGLARY FROM VEHICLE,1,33.7243,-118.288
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0627,-118.2359
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.2012,-118.4052
is_crime_los_angeles BIKE - STOLEN,1,34.1077,-118.2874
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.0414,-118.3329
is_crime_los_angeles SHOPLIFTING - PETTY THEFT ($950 & UNDER),1,34.2645,-118.5272
is_crime_los_angeles INTIMATE PARTNER - AGGRAVATED ASSAULT,1,33.9823,-118.2841
is_crime_los_angeles THEFT OF IDENTITY,1,34.2145,-118.4311
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1,34.0653,-118.2412
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0219,-118.2571
is_crime_los_angeles THEFT OF IDENTITY,1,33.9459,-118.3068
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1,34,-118.4694
is_crime_los_angeles THEFT OF IDENTITY,1,34.1202,-118.1869
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.1046,-118.3461
is_crime_los_angeles BURGLARY,1,34.0473,-118.2601
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.2389,-118.4536
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0511,-118.3373
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0287,-118.2435
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1,34.2259,-118.6528
is_crime_los_angeles BURGLARY,1,34.0559,-118.3053
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.15,-118.4674
is_crime_los_angeles THEFT OF IDENTITY,1,34.1829,-118.5928
is_crime_los_angeles THEFT OF IDENTITY,1,33.9964,-118.3139
is_crime_los_angeles BURGLARY,1,33.979,-118.4116
is_crime_los_angeles THEFT OF IDENTITY,1,34.1576,-118.4443
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2048,-118.4469
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.2048,-118.3703
is_crime_los_angeles THEFT OF IDENTITY,1,34.0592,-118.3575
is_crime_los_angeles THEFT OF IDENTITY,1,34.0665,-118.2828
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0426,-118.3764
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,33.941,-118.27
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.1723,-118.536
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.1016,-118.3387
is_crime_los_angeles THEFT OF IDENTITY,1,34.1682,-118.571
is_crime_los_angeles CHILD ANNOYING (17YRS & UNDER),1,34.2266,-118.5098
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0283,-118.3946
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.2246,-118.5842
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1,34.1169,-118.3465
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.0895,-118.3136
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,33.785,-118.2779
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.0524,-118.2633
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0466,-118.3414
is_crime_los_angeles VIOLATION OF COURT ORDER,1,33.7465,-118.3096
is_crime_los_angeles THEFT OF IDENTITY,1,34.3173,-118.4354
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0081,-118.3155
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.1722,-118.3719
is_crime_los_angeles PICKPOCKET,1,34.1547,-118.453
is_crime_los_angeles THEFT OF IDENTITY,1,34.0491,-118.5433
is_crime_los_angeles SHOPLIFTING - PETTY THEFT ($950 & UNDER),1,34.174,-118.4662
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0473,-118.2885
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.2234,-118.5932
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0365,-118.4256
is_crime_los_angeles VEHICLE - STOLEN,1,34.0894,-118.2549
is_crime_los_angeles CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1,34.2584,-118.4925
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.1937,-118.6029
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.1684,-118.4586
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.0583,-118.4165
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.0545,-118.1949
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0653,-118.3183
is_crime_los_angeles THEFT OF IDENTITY,1,34.0782,-118.3563
is_crime_los_angeles THEFT OF IDENTITY,1,34.1392,-118.4333
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,33.7577,-118.2884
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.055,-118.2735
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.9785,-118.2958
is_crime_los_angeles CHILD ANNOYING (17YRS & UNDER),1,34.0579,-118.1968
is_crime_los_angeles VEHICLE - STOLEN,1,33.986,-118.4478
is_crime_los_angeles BIKE - STOLEN,1,33.9953,-118.4793
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0467,-118.2556
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0401,-118.2668
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.0583,-118.3799
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.2717,-118.4096
is_crime_los_angeles THEFT OF IDENTITY,1,34.0473,-118.2916
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.117,-118.2909
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0431,-118.2692
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0817,-118.4286
is_crime_los_angeles PURSE SNATCHING,1,34.0109,-118.3089
is_crime_los_angeles THEFT OF IDENTITY,1,34.2103,-118.3965
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0593,-118.2368
is_crime_los_angeles BURGLARY,1,34.0386,-118.2201
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0963,-118.3615
is_crime_los_angeles VEHICLE - STOLEN,1,33.995,-118.3308
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.785,-118.287
is_crime_los_angeles UNAUTHORIZED COMPUTER ACCESS,1,34.0524,-118.3302
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,34.0446,-118.245
is_crime_los_angeles VEHICLE - STOLEN,1,34.253,-118.2907
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.212,-118.4488
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.194,-118.3731
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.1757,-118.5286
is_crime_los_angeles THEFT OF IDENTITY,1,34.0315,-118.3292
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1649,-118.3724
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1,34.2283,-118.5383
is_crime_los_angeles THEFT OF IDENTITY,1,34.1113,-118.317
is_crime_los_angeles THEFT OF IDENTITY,1,34.1537,-118.4596
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0263,-118.4314
is_crime_los_angeles BURGLARY FROM VEHICLE,1,33.992,-118.4448
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.2282,-118.5604
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.2346,-118.3741
is_crime_los_angeles THEFT OF IDENTITY,1,34.0914,-118.3866
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0309,-118.4451
is_crime_los_angeles THEFT OF IDENTITY,1,34.0276,-118.3338
is_crime_los_angeles BURGLARY FROM VEHICLE,1,34.0464,-118.248
is_crime_los_angeles THEFT OF IDENTITY,1,34.2052,-118.6081
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.2411,-118.2794
is_crime_los_angeles THEFT OF IDENTITY,1,33.9863,-118.2881
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0572,-118.3438
is_crime_los_angeles THEFT OF IDENTITY,1,34.0711,-118.2706
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0011,-118.2565
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.1319,-118.4988
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.7397,-118.2901
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,34.0491,-118.2558
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.9411,-118.2717
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.0649,-118.3372
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,33.9523,-118.3906
is_crime_los_angeles SEXUAL PENETRATION W/FOREIGN OBJECT,1,34.0808,-118.2655
is_crime_los_angeles THEFT OF IDENTITY,1,34.0272,-118.3977
is_crime_los_angeles VEHICLE - STOLEN,1,33.9905,-118.2937
is_crime_los_angeles THEFT OF IDENTITY,1,33.8316,-118.2996
is_crime_los_angeles BURGLARY FROM VEHICLE,1,33.9474,-118.2379
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,33.9884,-118.3024
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.1699,-118.4446
"is_crime_los_angeles RAPE, FORCIBLE",1,34.0671,-118.2806
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.992,-118.4118
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.1814,-118.6496
is_crime_los_angeles THEFT OF IDENTITY,1,34.0403,-118.4559
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1792,-118.6004
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.0761,-118.3711
is_crime_los_angeles THEFT OF IDENTITY,1,34.1172,-118.1738
is_crime_los_angeles THEFT OF IDENTITY,1,34.2931,-118.5073
is_crime_los_angeles ORAL COPULATION,1,34.1239,-118.3995
is_crime_los_angeles THEFT OF IDENTITY,1,33.996,-118.4272
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.0268,-118.4163
"is_crime_los_angeles LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,34.2012,-118.379
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,34.082,-118.2694
is_crime_los_angeles THEFT OF IDENTITY,1,34.0963,-118.319
is_crime_los_angeles VEHICLE - STOLEN,1,34.1178,-118.2416
is_crime_los_angeles THEFT OF IDENTITY,1,34.1817,-118.4553
is_crime_los_angeles VIOLATION OF RESTRAINING ORDER,1,34.0598,-118.3009
is_crime_los_angeles THEFT OF IDENTITY,1,34.0453,-118.2499
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,33.9472,-118.3909
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0365,-118.4441
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.0173,-118.2556
"is_crime_los_angeles EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",1,34.0052,-118.3089
is_crime_los_angeles THEFT OF IDENTITY,1,34.0834,-118.2643
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0653,-118.2725
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.2519,-118.4364
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.0463,-118.4171
is_crime_los_angeles THEFT OF IDENTITY,1,34.1651,-118.3553
"is_crime_los_angeles VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,34.1721,-118.4488
is_crime_los_angeles THEFT OF IDENTITY,1,34.0471,-118.2474
is_crime_los_angeles BURGLARY,1,33.7904,-118.278
is_crime_los_angeles THEFT OF IDENTITY,1,34.2157,-118.3725
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.174,-118.3746
is_crime_los_angeles BURGLARY,1,34.1017,-118.3511
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.2905,-118.4581
is_crime_los_angeles INTIMATE PARTNER - SIMPLE ASSAULT,1,34.1876,-118.4203
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1849,-118.3746
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.2264,-118.5737
"is_crime_los_angeles SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1,34.0246,-118.3002
is_crime_los_angeles BATTERY - SIMPLE ASSAULT,1,34.0986,-118.2962
is_crime_los_angeles THEFT OF IDENTITY,1,33.975,-118.4593
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.1576,-118.4225
is_crime_los_angeles VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,34.0652,-118.2843
is_crime_los_angeles OTHER MISCELLANEOUS CRIME,1,33.992,-118.4201
is_crime_los_angeles DOCUMENT FORGERY / STOLEN FELONY,1,34.0554,-118.4307
is_crime_los_angeles VEHICLE - STOLEN,1,34.0326,-118.2589
is_crime_los_angeles CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,34.2554,-118.4597
is_crime_los_angeles THEFT OF IDENTITY,1,34.1722,-118.6019
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,33.9638,-118.2629
is_crime_los_angeles BATTERY WITH SEXUAL CONTACT,1,34.0726,-118.2447
is_crime_los_angeles THEFT OF IDENTITY,1,34.0447,-118.259
is_crime_los_angeles VEHICLE - STOLEN,1,34.0977,-118.3695
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),1,34.0617,-118.4446
is_crime_los_angeles THEFT OF IDENTITY,1,34.0352,-118.289
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,34.0926,-118.3395
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,34.244,-118.5583
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.0448,-118.2474
is_crime_los_angeles THEFT OF IDENTITY,1,34.0817,-118.3272
is_crime_los_angeles BURGLARY,1,34.0524,-118.2633
is_crime_los_angeles CRIMINAL THREATS - NO WEAPON DISPLAYED,1,33.9852,-118.4031
is_crime_los_angeles VEHICLE - STOLEN,1,34.0516,-118.4398
"is_crime_los_angeles EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1,34.2573,-118.5951
"is_crime_los_angeles THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,33.9624,-118.2783
is_crime_los_angeles SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1,34.2179,-118.5014
is_crime_los_angeles THEFT OF IDENTITY,1,34.2478,-118.2818
is_crime_los_angeles THEFT PLAIN - PETTY ($950 & UNDER),1,33.9401,-118.2761
is_crime_los_angeles THEFT OF IDENTITY,1,34.0441,-118.5524
"is_crime_los_angeles BUNCO, PETTY THEFT",1,34.1814,-118.4263
is_crime_los_angeles THEFT OF IDENTITY,1,34.2459,-118.4185
is_crime_los_angeles THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,34.2688,-118.4158
"is_crime_los_angeles BUNCO, GRAND THEFT",1,34.2107,-118.4158
is_crime_los_angeles VEHICLE - STOLEN,1,34.0317,-118.284
"is_crime_los_angeles THEFT, PERSON",1,34.1922,-118.3987
